# start_node_id,start_x,start_y,end_node_id,end_x,end_y,weight
N10_17,170,100,N11_18,180,110,2.8
N10_18,180,100,N10_19,190,100,2.0
N10_18,180,100,N11_18,180,110,2.0
N10_18,180,100,N11_19,190,110,2.8
N10_19,190,100,N11_19,190,110,2.0
N11_00,0,110,N11_01,10,110,2.0
N11_00,0,110,N12_00,0,120,2.0
N11_00,0,110,N12_01,10,120,2.8
N11_01,10,110,N11_02,20,110,2.0
N11_01,10,110,N12_01,10,120,2.0
N11_01,10,110,N12_02,20,120,2.8
N11_02,20,110,N11_03,30,110,2.0
N11_02,20,110,N12_02,20,120,2.0
N11_02,20,110,N12_03,30,120,2.8
N11_03,30,110,N11_04,40,110,2.0
N11_03,30,110,N12_03,30,120,2.0
N11_03,30,110,N12_04,40,120,2.8
N11_04,40,110,N11_05,50,110,2.0
N11_04,40,110,N12_04,40,120,2.0
N11_04,40,110,N12_05,50,120,2.8
N11_05,50,110,N11_06,60,110,2.0
N11_05,50,110,N12_05,50,120,2.0
N11_05,50,110,N12_06,60,120,2.8
N11_06,60,110,N11_07,70,110,2.0
N11_06,60,110,N12_06,60,120,2.0
N11_06,60,110,N12_07,70,120,2.8
N11_07,70,110,N11_08,80,110,2.0
N11_07,70,110,N12_07,70,120,2.0
N11_07,70,110,N12_08,80,120,2.8
N11_08,80,110,N11_09,90,110,2.0
N11_08,80,110,N12_08,80,120,2.0
N11_08,80,110,N12_09,90,120,2.8
N11_09,90,110,N11_10,100,110,2.0
N11_09,90,110,N12_09,90,120,2.0
N11_09,90,110,N12_10,100,120,2.8
N11_10,100,110,N11_11,110,110,2.0
N11_10,100,110,N12_10,100,120,2.0
N11_10,100,110,N12_11,110,120,2.8
N11_11,110,110,N11_12,120,110,2.0
N11_11,110,110,N12_11,110,120,2.0
N11_11,110,110,N12_12,120,120,2.8
N11_12,120,110,N11_13,130,110,2.0
N11_12,120,110,N12_12,120,120,2.0
N11_12,120,110,N12_13,130,120,2.8
N11_13,130,110,N11_14,140,110,2.0
N11_13,130,110,N12_13,130,120,2.0
N11_13,130,110,N12_14,140,120,2.8
N11_14,140,110,N11_15,150,110,2.0
N11_14,140,110,N12_14,140,120,2.0
N11_14,140,110,N12_15,150,120,2.8
N11_15,150,110,N11_16,160,110,2.0
N11_15,150,110,N12_15,150,120,2.0
N11_15,150,110,N12_16,160,120,2.8
N11_16,160,110,N11_17,170,110,2.0
N11_16,160,110,N12_16,160,120,2.0
N11_16,160,110,N12_17,170,120,2.8
N11_17,170,110,N11_18,180,110,2.0
N11_17,170,110,N12_17,170,120,2.0
N11_17,170,110,N12_18,180,120,2.8
N11_18,180,110,N11_19,190,110,2.0
N11_18,180,110,N12_18,180,120,2.0
N11_18,180,110,N12_19,190,120,2.8
N11_19,190,110,N12_19,190,120,2.0
N12_00,0,120,N12_01,10,120,2.0
N12_00,0,120,N13_00,0,130,2.0
N12_00,0,120,N13_01,10,130,2.8
N12_01,10,120,N12_02,20,120,2.0
N12_01,10,120,N13_01,10,130,2.0
N12_01,10,120,N13_02,20,130,2.8
N12_02,20,120,N12_03,30,120,2.0
N12_02,20,120,N13_02,20,130,2.0
N12_02,20,120,N13_03,30,130,2.8
N12_03,30,120,N12_04,40,120,2.0
N12_03,30,120,N13_03,30,130,2.0
N12_03,30,120,N13_04,40,130,2.8
N12_04,40,120,N12_05,50,120,2.0
N12_04,40,120,N13_04,40,130,2.0
N12_04,40,120,N13_05,50,130,2.8
N12_05,50,120,N12_06,60,120,2.0
N12_05,50,120,N13_05,50,130,2.0
N12_05,50,120,N13_06,60,130,2.8
N12_06,60,120,N12_07,70,120,2.0
N12_06,60,120,N13_06,60,130,2.0
N12_06,60,120,N13_07,70,130,2.8
N12_07,70,120,N12_08,80,120,2.0
N12_07,70,120,N13_07,70,130,2.0
N12_07,70,120,N13_08,80,130,2.8
N12_08,80,120,N12_09,90,120,2.0
N12_08,80,120,N13_08,80,130,2.0
N12_08,80,120,N13_09,90,130,2.8
N12_09,90,120,N12_10,100,120,2.0
N12_09,90,120,N13_09,90,130,2.0
N12_09,90,120,N13_10,100,130,2.8
N12_10,100,120,N12_11,110,120,2.0
N12_10,100,120,N13_10,100,130,2.0
N12_10,100,120,N13_11,110,130,2.8
N12_11,110,120,N12_12,120,120,2.0
N12_11,110,120,N13_11,110,130,2.0
N12_11,110,120,N13_12,120,130,2.8
N12_12,120,120,N12_13,130,120,2.0
N12_12,120,120,N13_12,120,130,2.0
N12_12,120,120,N13_13,130,130,2.8
N12_13,130,120,N12_14,140,120,2.0
N12_13,130,120,N13_13,130,130,2.0
N12_13,130,120,N13_14,140,130,2.8
N12_14,140,120,N12_15,150,120,2.0
N12_14,140,120,N13_14,140,130,2.0
N12_14,140,120,N13_15,150,130,2.8
N12_15,150,120,N12_16,160,120,2.0
N12_15,150,120,N13_15,150,130,2.0
N12_15,150,120,N13_16,160,130,2.8
N12_16,160,120,N12_17,170,120,2.0
N12_16,160,120,N13_16,160,130,2.0
N12_16,160,120,N13_17,170,130,2.8
N12_17,170,120,N12_18,180,120,2.0
N12_17,170,120,N13_17,170,130,2.0
N12_17,170,120,N13_18,180,130,2.8
N12_18,180,120,N12_19,190,120,2.0
N12_18,180,120,N13_18,180,130,2.0
N12_18,180,120,N13_19,190,130,2.8
N12_19,190,120,N13_19,190,130,2.0
N13_00,0,130,N13_01,10,130,2.0
N13_00,0,130,N14_00,0,140,2.0
N13_00,0,130,N14_01,10,140,2.8
N13_01,10,130,N13_02,20,130,2.0
N13_01,10,130,N14_01,10,140,2.0
N13_01,10,130,N14_02,20,140,2.8
N13_02,20,130,N13_03,30,130,2.0
N13_02,20,130,N14_02,20,140,2.0
N13_02,20,130,N14_03,30,140,2.8
N13_03,30,130,N13_04,40,130,2.0
N13_03,30,130,N14_03,30,140,2.0
N13_03,30,130,N14_04,40,140,2.8
N13_04,40,130,N13_05,50,130,2.0
N13_04,40,130,N14_04,40,140,2.0
N13_04,40,130,N14_05,50,140,2.8
N13_05,50,130,N13_06,60,130,2.0
N13_05,50,130,N14_05,50,140,2.0
N13_05,50,130,N14_06,60,140,2.8
N13_06,60,130,N13_07,70,130,2.0
N13_06,60,130,N14_06,60,140,2.0
N13_06,60,130,N14_07,70,140,2.8
N13_07,70,130,N13_08,80,130,2.0
N13_07,70,130,N14_07,70,140,2.0
N13_07,70,130,N14_08,80,140,2.8
N13_08,80,130,N13_09,90,130,2.0
N13_08,80,130,N14_08,80,140,2.0
N13_08,80,130,N14_09,90,140,2.8
N13_09,90,130,N13_10,100,130,2.0
N13_09,90,130,N14_09,90,140,2.0
N13_09,90,130,N14_10,100,140,2.8
N13_10,100,130,N13_11,110,130,2.0
N13_10,100,130,N14_10,100,140,2.0
N13_10,100,130,N14_11,110,140,2.8
N13_11,110,130,N13_12,120,130,2.0
N13_11,110,130,N14_11,110,140,2.0
N13_11,110,130,N14_12,120,140,2.8
N13_12,120,130,N13_13,130,130,2.0
N13_12,120,130,N14_12,120,140,2.0
N13_12,120,130,N14_13,130,140,2.8
N13_13,130,130,N13_14,140,130,2.0
N13_13,130,130,N14_13,130,140,2.0
N13_13,130,130,N14_14,140,140,2.8
N13_14,140,130,N13_15,150,130,2.0
N13_14,140,130,N14_14,140,140,2.0
N13_14,140,130,N14_15,150,140,2.8
N13_15,150,130,N13_16,160,130,2.0
N13_15,150,130,N14_15,150,140,2.0
N13_15,150,130,N14_16,160,140,2.8
N13_16,160,130,N13_17,170,130,2.0
N13_16,160,130,N14_16,160,140,2.0
N13_16,160,130,N14_17,170,140,2.8
N13_17,170,130,N13_18,180,130,2.0
N13_17,170,130,N14_17,170,140,2.0
N13_17,170,130,N14_18,180,140,2.8
N13_18,180,130,N13_19,190,130,2.0
N13_18,180,130,N14_18,180,140,2.0
N13_18,180,130,N14_19,190,140,2.8
N13_19,190,130,N14_19,190,140,2.0
N14_00,0,140,N14_01,10,140,2.0
N14_00,0,140,N15_00,0,150,2.0
N14_00,0,140,N15_01,10,150,2.8
N14_01,10,140,N14_02,20,140,2.0
N14_01,10,140,N15_01,10,150,2.0
N14_01,10,140,N15_02,20,150,2.8
N14_02,20,140,N14_03,30,140,2.0
N14_02,20,140,N15_02,20,150,2.0
N14_02,20,140,N15_03,30,150,2.8
N14_03,30,140,N14_04,40,140,2.0
N14_03,30,140,N15_03,30,150,2.0
N14_03,30,140,N15_04,40,150,2.8
N14_04,40,140,N14_05,50,140,2.0
N14_04,40,140,N15_04,40,150,2.0
N14_04,40,140,N15_05,50,150,2.8
N14_05,50,140,N14_06,60,140,2.0
N14_05,50,140,N15_05,50,150,2.0
N14_05,50,140,N15_06,60,150,2.8
N14_06,60,140,N14_07,70,140,2.0
N14_06,60,140,N15_06,60,150,2.0
N14_06,60,140,N15_07,70,150,2.8
N14_07,70,140,N14_08,80,140,2.0
N14_07,70,140,N15_07,70,150,2.0
N14_07,70,140,N15_08,80,150,2.8
N14_08,80,140,N14_09,90,140,2.0
N14_08,80,140,N15_08,80,150,2.0
N14_08,80,140,N15_09,90,150,2.8
N14_09,90,140,N14_10,100,140,2.0
N14_09,90,140,N15_09,90,150,2.0
N14_09,90,140,N15_10,100,150,2.8
N14_10,100,140,N14_11,110,140,2.0
N14_10,100,140,N15_10,100,150,2.0
N14_10,100,140,N15_11,110,150,2.8
N14_11,110,140,N14_12,120,140,2.0
N14_11,110,140,N15_11,110,150,2.0
N14_11,110,140,N15_12,120,150,2.8
N14_12,120,140,N14_13,130,140,2.0
N14_12,120,140,N15_12,120,150,2.0
N14_12,120,140,N15_13,130,150,2.8
N14_13,130,140,N14_14,140,140,2.0
N14_13,130,140,N15_13,130,150,2.0
N14_13,130,140,N15_14,140,150,2.8
N14_14,140,140,N14_15,150,140,2.0
N14_14,140,140,N15_14,140,150,2.0
N14_14,140,140,N15_15,150,150,2.8
N14_15,150,140,N14_16,160,140,2.0
N14_15,150,140,N15_15,150,150,2.0
N14_15,150,140,N15_16,160,150,2.8
N14_16,160,140,N14_17,170,140,2.0
N14_16,160,140,N15_16,160,150,2.0
N14_16,160,140,N15_17,170,150,2.8
N14_17,170,140,N14_18,180,140,2.0
N14_17,170,140,N15_17,170,150,2.0
N14_17,170,140,N15_18,180,150,2.8
N14_18,180,140,N14_19,190,140,2.0
N14_18,180,140,N15_18,180,150,2.0
N14_18,180,140,N15_19,190,150,2.8
N14_19,190,140,N15_19,190,150,2.0
N15_00,0,150,N15_01,10,150,2.0
N15_00,0,150,N16_00,0,160,2.0
N15_00,0,150,N16_01,10,160,2.8
N15_01,10,150,N15_02,20,150,2.0
N15_01,10,150,N16_01,10,160,2.0
N15_01,10,150,N16_02,20,160,2.8
N15_02,20,150,N15_03,30,150,2.0
N15_02,20,150,N16_02,20,160,2.0
N15_02,20,150,N16_03,30,160,2.8
N15_03,30,150,N15_04,40,150,2.0
N15_03,30,150,N16_03,30,160,2.0
N15_03,30,150,N16_04,40,160,2.8
N15_04,40,150,N15_05,50,150,2.0
N15_04,40,150,N16_04,40,160,2.0
N15_04,40,150,N16_05,50,160,2.8
N15_05,50,150,N15_06,60,150,2.0
N15_05,50,150,N16_05,50,160,2.0
N15_05,50,150,N16_06,60,160,2.8
N15_06,60,150,N15_07,70,150,2.0
N15_06,60,150,N16_06,60,160,2.0
N15_06,60,150,N16_07,70,160,2.8
N15_07,70,150,N15_08,80,150,2.0
N15_07,70,150,N16_07,70,160,2.0
N15_07,70,150,N16_08,80,160,2.8
N15_08,80,150,N15_09,90,150,2.0
N15_08,80,150,N16_08,80,160,2.0
N15_08,80,150,N16_09,90,160,2.8
N15_09,90,150,N15_10,100,150,2.0
N15_09,90,150,N16_09,90,160,2.0
N15_09,90,150,N16_10,100,160,2.8
N15_10,100,150,N15_11,110,150,2.0
N15_10,100,150,N16_10,100,160,2.0
N15_10,100,150,N16_11,110,160,2.8
N15_11,110,150,N15_12,120,150,2.0
N15_11,110,150,N16_11,110,160,2.0
N15_11,110,150,N16_12,120,160,2.8
N15_12,120,150,N15_13,130,150,2.0
N15_12,120,150,N16_12,120,160,2.0
N15_12,120,150,N16_13,130,160,2.8
N15_13,130,150,N15_14,140,150,2.0
N15_13,130,150,N16_13,130,160,2.0
N15_13,130,150,N16_14,140,160,2.8
N15_14,140,150,N15_15,150,150,2.0
N15_14,140,150,N16_14,140,160,2.0
N15_14,140,150,N16_15,150,160,2.8
N15_15,150,150,N15_16,160,150,2.0
N15_15,150,150,N16_15,150,160,2.0
N15_15,150,150,N16_16,160,160,2.8
N15_16,160,150,N15_17,170,150,2.0
N15_16,160,150,N16_16,160,160,2.0
N15_16,160,150,N16_17,170,160,2.8
N15_17,170,150,N15_18,180,150,2.0
N15_17,170,150,N16_17,170,160,2.0
N15_17,170,150,N16_18,180,160,2.8
N15_18,180,150,N15_19,190,150,2.0
N15_18,180,150,N16_18,180,160,2.0
N15_18,180,150,N16_19,190,160,2.8
N15_19,190,150,N16_19,190,160,2.0
N16_00,0,160,N16_01,10,160,2.0
N16_00,0,160,N17_00,0,170,2.0
N16_00,0,160,N17_01,10,170,2.8
N16_01,10,160,N16_02,20,160,2.0
N16_01,10,160,N17_01,10,170,2.0
N16_01,10,160,N17_02,20,170,2.8
N16_02,20,160,N16_03,30,160,2.0
N16_02,20,160,N17_02,20,170,2.0
N16_02,20,160,N17_03,30,170,2.8
N16_03,30,160,N16_04,40,160,2.0
N16_03,30,160,N17_03,30,170,2.0
N16_03,30,160,N17_04,40,170,2.8
N16_04,40,160,N16_05,50,160,2.0
N16_04,40,160,N17_04,40,170,2.0
N16_04,40,160,N17_05,50,170,2.8
N16_05,50,160,N16_06,60,160,2.0
N16_05,50,160,N17_05,50,170,2.0
N16_05,50,160,N17_06,60,170,2.8
N16_06,60,160,N16_07,70,160,2.0
N16_06,60,160,N17_06,60,170,2.0
N16_06,60,160,N17_07,70,170,2.8
N16_07,70,160,N16_08,80,160,2.0
N16_07,70,160,N17_07,70,170,2.0
N16_07,70,160,N17_08,80,170,2.8
N16_08,80,160,N16_09,90,160,2.0
N16_08,80,160,N17_08,80,170,2.0
N16_08,80,160,N17_09,90,170,2.8
N16_09,90,160,N16_10,100,160,2.0
N16_09,90,160,N17_09,90,170,2.0
N16_09,90,160,N17_10,100,170,2.8
N16_10,100,160,N16_11,110,160,2.0
N16_10,100,160,N17_10,100,170,2.0
N16_10,100,160,N17_11,110,170,2.8
N16_11,110,160,N16_12,120,160,2.0
N16_11,110,160,N17_11,110,170,2.0
N16_11,110,160,N17_12,120,170,2.8
N16_12,120,160,N16_13,130,160,2.0
N16_12,120,160,N17_12,120,170,2.0
N16_12,120,160,N17_13,130,170,2.8
N16_13,130,160,N16_14,140,160,2.0
N16_13,130,160,N17_13,130,170,2.0
N16_13,130,160,N17_14,140,170,2.8
N16_14,140,160,N16_15,150,160,2.0
N16_14,140,160,N17_14,140,170,2.0
N16_14,140,160,N17_15,150,170,2.8
N16_15,150,160,N16_16,160,160,2.0
N16_15,150,160,N17_15,150,170,2.0
N16_15,150,160,N17_16,160,170,2.8
N16_16,160,160,N16_17,170,160,2.0
N16_16,160,160,N17_16,160,170,2.0
N16_16,160,160,N17_17,170,170,2.8
N16_17,170,160,N16_18,180,160,2.0
N16_17,170,160,N17_17,170,170,2.0
N16_17,170,160,N17_18,180,170,2.8
N16_18,180,160,N16_19,190,160,2.0
N16_18,180,160,N17_18,180,170,2.0
N16_18,180,160,N17_19,190,170,2.8
N16_19,190,160,N17_19,190,170,2.0
N17_00,0,170,N17_01,10,170,2.0
N17_00,0,170,N18_00,0,180,2.0
N17_00,0,170,N18_01,10,180,2.8
N17_01,10,170,N17_02,20,170,2.0
N17_01,10,170,N18_01,10,180,2.0
N17_01,10,170,N18_02,20,180,2.8
N17_02,20,170,N17_03,30,170,2.0
N17_02,20,170,N18_02,20,180,2.0
N17_02,20,170,N18_03,30,180,2.8
N17_03,30,170,N17_04,40,170,2.0
N17_03,30,170,N18_03,30,180,2.0
N17_03,30,170,N18_04,40,180,2.8
N17_04,40,170,N17_05,50,170,2.0
N17_04,40,170,N18_04,40,180,2.0
N17_04,40,170,N18_05,50,180,2.8
N17_05,50,170,N17_06,60,170,2.0
N17_05,50,170,N18_05,50,180,2.0
N17_05,50,170,N18_06,60,180,2.8
N17_06,60,170,N17_07,70,170,2.0
N17_06,60,170,N18_06,60,180,2.0
N17_06,60,170,N18_07,70,180,2.8
N17_07,70,170,N17_08,80,170,2.0
N17_07,70,170,N18_07,70,180,2.0
N17_07,70,170,N18_08,80,180,2.8
N17_08,80,170,N17_09,90,170,2.0
N17_08,80,170,N18_08,80,180,2.0
N17_08,80,170,N18_09,90,180,2.8
N17_09,90,170,N17_10,100,170,2.0
N17_09,90,170,N18_09,90,180,2.0
N17_09,90,170,N18_10,100,180,2.8
N17_10,100,170,N17_11,110,170,2.0
N17_10,100,170,N18_10,100,180,2.0
N17_10,100,170,N18_11,110,180,2.8
N17_11,110,170,N17_12,120,170,2.0
N17_11,110,170,N18_11,110,180,2.0
N17_11,110,170,N18_12,120,180,2.8
N17_12,120,170,N17_13,130,170,2.0
N17_12,120,170,N18_12,120,180,2.0
N17_12,120,170,N18_13,130,180,2.8
N17_13,130,170,N17_14,140,170,2.0
N17_13,130,170,N18_13,130,180,2.0
N17_13,130,170,N18_14,140,180,2.8
N17_14,140,170,N17_15,150,170,2.0
N17_14,140,170,N18_14,140,180,2.0
N17_14,140,170,N18_15,150,180,2.8
N17_15,150,170,N17_16,160,170,2.0
N17_15,150,170,N18_15,150,180,2.0
N17_15,150,170,N18_16,160,180,2.8
N17_16,160,170,N17_17,170,170,2.0
N17_16,160,170,N18_16,160,180,2.0
N17_16,160,170,N18_17,170,180,2.8
N17_17,170,170,N17_18,180,170,2.0
N17_17,170,170,N18_17,170,180,2.0
N17_17,170,170,N18_18,180,180,2.8
N17_18,180,170,N17_19,190,170,2.0
N17_18,180,170,N18_18,180,180,2.0
N17_18,180,170,N18_19,190,180,2.8
N17_19,190,170,N18_19,190,180,2.0
N18_00,0,180,N18_01,10,180,2.0
N18_00,0,180,N19_00,0,190,2.0
N18_00,0,180,N19_01,10,190,2.8
N18_01,10,180,N18_02,20,180,2.0
N18_01,10,180,N19_01,10,190,2.0
N18_01,10,180,N19_02,20,190,2.8
N18_02,20,180,N18_03,30,180,2.0
N18_02,20,180,N19_02,20,190,2.0
N18_02,20,180,N19_03,30,190,2.8
N18_03,30,180,N18_04,40,180,2.0
N18_03,30,180,N19_03,30,190,2.0
N18_03,30,180,N19_04,40,190,2.8
N18_04,40,180,N18_05,50,180,2.0
N18_04,40,180,N19_04,40,190,2.0
N18_04,40,180,N19_05,50,190,2.8
N18_05,50,180,N18_06,60,180,2.0
N18_05,50,180,N19_05,50,190,2.0
N18_05,50,180,N19_06,60,190,2.8
N18_06,60,180,N18_07,70,180,2.0
N18_06,60,180,N19_06,60,190,2.0
N18_06,60,180,N19_07,70,190,2.8
N18_07,70,180,N18_08,80,180,2.0
N18_07,70,180,N19_07,70,190,2.0
N18_07,70,180,N19_08,80,190,2.8
N18_08,80,180,N18_09,90,180,2.0
N18_08,80,180,N19_08,80,190,2.0
N18_08,80,180,N19_09,90,190,2.8
N18_09,90,180,N18_10,100,180,2.0
N18_09,90,180,N19_09,90,190,2.0
N18_09,90,180,N19_10,100,190,2.8
N18_10,100,180,N18_11,110,180,2.0
N18_10,100,180,N19_10,100,190,2.0
N18_10,100,180,N19_11,110,190,2.8
N18_11,110,180,N18_12,120,180,2.0
N18_11,110,180,N19_11,110,190,2.0
N18_11,110,180,N19_12,120,190,2.8
N18_12,120,180,N18_13,130,180,2.0
N18_12,120,180,N19_12,120,190,2.0
N18_12,120,180,N19_13,130,190,2.8
N18_13,130,180,N18_14,140,180,2.0
N18_13,130,180,N19_13,130,190,2.0
N18_13,130,180,N19_14,140,190,2.8
N18_14,140,180,N18_15,150,180,2.0
N18_14,140,180,N19_14,140,190,2.0
N18_14,140,180,N19_15,150,190,2.8
N18_15,150,180,N18_16,160,180,2.0
N18_15,150,180,N19_15,150,190,2.0
N18_15,150,180,N19_16,160,190,2.8
N18_16,160,180,N18_17,170,180,2.0
N18_16,160,180,N19_16,160,190,2.0
N18_16,160,180,N19_17,170,190,2.8
N18_17,170,180,N18_18,180,180,2.0
N18_17,170,180,N19_17,170,190,2.0
N18_17,170,180,N19_18,180,190,2.8
N18_18,180,180,N18_19,190,180,2.0
N18_18,180,180,N19_18,180,190,2.0
N18_18,180,180,N19_19,190,190,2.8
N18_19,190,180,N19_19,190,190,2.0
N19_00,0,190,N19_01,10,190,2.0
N19_01,10,190,N19_02,20,190,2.0
N19_02,20,190,N19_03,30,190,2.0
N19_03,30,190,N19_04,40,190,2.0
N19_04,40,190,N19_05,50,190,2.0
N19_05,50,190,N19_06,60,190,2.0
N19_06,60,190,N19_07,70,190,2.0
N19_07,70,190,N19_08,80,190,2.0
N19_08,80,190,N19_09,90,190,2.0
N19_09,90,190,N19_10,100,190,2.0
N19_10,100,190,N19_11,110,190,2.0
N19_11,110,190,N19_12,120,190,2.0
N19_12,120,190,N19_13,130,190,2.0
N19_13,130,190,N19_14,140,190,2.0
N19_14,140,190,N19_15,150,190,2.0
N19_15,150,190,N19_16,160,190,2.0
N19_16,160,190,N19_17,170,190,2.0
N19_17,170,190,N19_18,180,190,2.0
N19_18,180,190,N19_19,190,190,2.0
